Município,Empreend,Tipo Atualiz,Exec,Proj,Lote,Status Lote,Ação,Realiz,Inic Empreend,Fim Empreend,Data do Projeto,Data Medição,% Exec,Sit Empreend,Valor Empreend,Valor Tesouro,Valor Contrap,Empreendimento,Progr,Programa,Cód.Componente,Componente,Cód Bem,Remessa,Ind Aceita,Cód. Escr. Reg,Executor,Escritório Regional,Cód Assoc,Nº Convênio,Associação
Florestópolis,100243,A,101,21,1,Concluído,,223,4/16/2014,8/20/2014,10/21/2013,8/20/2014,100,1,"418,461.42","350,000.00","68,461.42",Pavimentação - TST.Rua Saulo Ferreira Cardoso trecho entre Rua Gesulínio S. Cascique e Avenida 14 de Novembro.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,3,Florestópolis,Escritório Regional de Londrina,3,1923/2013-0331,Associação dos Municípios do Médio Paranapanema
Flórida,100066,A,102,14,1,Medição Encerrada,,234,6/29/2012,11/30/2012,4/4/2012,11/30/2012,100,1,"197,893.64","158,314.91","39,578.73",RECAPE - TST.Av. Ipiranga (entre Rua Aurélio Marques e Praça Silvério A. Dallago).Entorno da Praça Silvério A. Dallago.Av. Ipiranga (entre Praça Silvério A. Dallago e Rua Antonio Rufino).,17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Flórida,Escritório Regional de Maringá,14,1723/2012-0015,Associação dos Municípos do Setentrião Paranaense
Flórida,100124,A,102,16,1,Concluído,,1097,6/16/2014,10/20/2014,2/27/2014,10/20/2014,100,1,"299,440.00","299,440.00",0,"Urbanização / Calçadas.O projeto prevê a Conclusão da Praça Silvério Angelo Dallago, localizada a Av. João Giraldi esquina com Rua São Pedro, na região central do município de Flórida.Com os seguintes serviços: Placa de o.",21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,4,Flórida,Escritório Regional de Maringá,14,2123/2013-0415,Associação dos Municípos do Setentrião Paranaense
Flórida,100244,A,102,15,1,Concluído,,223,6/25/2014,4/8/2015,11/13/2013,4/8/2015,100,1,"372,770.00","300,000.00","72,770.00",RECAPE - CBUQ e Pavimentação -  CBUQ.Rua José Cesnik - Pavimentação - trecho entre Rua Aurélio Marques e Rua Colorado.Rua Aurélio Marques - Pavimentação - trecho entre Rua José Cesnik e Rua Bacacheri.Avenida João Giraldi - Pavimentação - trecho entre Rua ,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Flórida,Escritório Regional de Maringá,14,1923/2013-0064,Associação dos Municípos do Setentrião Paranaense
Formosa do Oeste,100245,A,103,27,1,Concluído,,234,4/1/2015,9/23/2015,11/21/2013,9/23/2015,100,1,"341,439.96","330,000.00","11,439.96",RECAPE - CBUQ.Avenida Paraná - trecho entre Rua Bandeirantes e Avenida Rondon.Avenida Goiânia - trecho entre Rua Terezina e Rua Curitiba.Avenida São Paulo - trecho entre Rua Maceio e Avenida Goiânia.Contorno da Praça Enio Pipino trechos entre Av. Curitiba,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Formosa do Oeste,Escritório Regional de Cascavel,7,1923/2013-0543,Associação dos Municípios do Oeste do Paraná
Foz do Iguaçu,100332,A,104,94,1,Medição Encerrada,,234,7/3/2014,8/20/2015,5/19/2014,8/20/2015,100,1,"3,742,957.76","3,564,721.68","178,236.08",RECAPE - CBUQ.Rua Paris (entre Avenida Bogotá e Avenida Por do Sol).Rua Londres (entre Avenida Por do Sol e Rua Bruxelas).Rua Lima (entre Avenida Por do Sol e Rua Paris).Rua Liverpool (entre Avenida Por do Sol e Rua Paris).Rua Bruxelas (entre Rua Paris e ,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Foz do Iguaçu,Escritório Regional de Cascavel,7,2023/2014-0060,Associação dos Municípios do Oeste do Paraná
Foz do Iguaçu,100507,A,104,92,2,Concluído,,1093,5/14/2014,5/15/2014,9/25/2013,5/15/2014,100,1,"1,416,900.00","1,308,494.11","108,405.89","Aquisição de Equipamento(s)  Rodoviário(s) sendo: Lote 01 - 03 (TRÊS)  CAMINHÕES CAÇAMBAS BASCULANTES 6x2 com potência mínima efetiva de 230 CV, Caçamba Basculante com capacidade de 12,0 m³ e demais características técnicas mínimas constantes no MODELO 07",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Foz do Iguaçu,Escritório Regional de Cascavel,7,2023/2013-0002,Associação dos Municípios do Oeste do Paraná
Foz do Iguaçu,100507,A,104,92,3,Concluído,,1093,5/14/2014,5/15/2014,9/25/2013,5/15/2014,100,1,"1,416,900.00","1,308,494.11","108,405.89","Aquisição de Equipamento(s)  Rodoviário(s) sendo: Lote 01 - 03 (TRÊS)  CAMINHÕES CAÇAMBAS BASCULANTES 6x2 com potência mínima efetiva de 230 CV, Caçamba Basculante com capacidade de 12,0 m³ e demais características técnicas mínimas constantes no MODELO 07",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Foz do Iguaçu,Escritório Regional de Cascavel,7,2023/2013-0002,Associação dos Municípios do Oeste do Paraná
Foz do Iguaçu,100507,A,104,92,4,Concluído,,1093,5/14/2014,5/15/2014,9/25/2013,5/15/2014,100,1,"1,416,900.00","1,308,494.11","108,405.89","Aquisição de Equipamento(s)  Rodoviário(s) sendo: Lote 01 - 03 (TRÊS)  CAMINHÕES CAÇAMBAS BASCULANTES 6x2 com potência mínima efetiva de 230 CV, Caçamba Basculante com capacidade de 12,0 m³ e demais características técnicas mínimas constantes no MODELO 07",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Foz do Iguaçu,Escritório Regional de Cascavel,7,2023/2013-0002,Associação dos Municípios do Oeste do Paraná
Foz do Iguaçu,100507,A,104,92,5,Concluído,,1093,5/14/2014,5/15/2014,9/25/2013,5/15/2014,100,1,"1,416,900.00","1,308,494.11","108,405.89","Aquisição de Equipamento(s)  Rodoviário(s) sendo: Lote 01 - 03 (TRÊS)  CAMINHÕES CAÇAMBAS BASCULANTES 6x2 com potência mínima efetiva de 230 CV, Caçamba Basculante com capacidade de 12,0 m³ e demais características técnicas mínimas constantes no MODELO 07",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Foz do Iguaçu,Escritório Regional de Cascavel,7,2023/2013-0002,Associação dos Municípios do Oeste do Paraná
Foz do Iguaçu,100635,A,104,95,1,Concluído,,1093,6/25/2015,7/15/2015,8/8/2014,7/15/2015,100,1,"951,150.00","951,150.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 1 - 04 (quatro) CAMINHÕES CAÇAMBAS BASCULANTES 6x2 com potência mínima efetiva de 230 CV, Caçamba Basculante com capacidade de 12,0 m³ e demais características técnicas constantes no MODELO 07.Aquisiçã",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Foz do Iguaçu,Escritório Regional de Cascavel,7,2023/2013-0002,Associação dos Municípios do Oeste do Paraná
Foz do Iguaçu,100635,A,104,95,2,Concluído,,1093,6/25/2015,7/15/2015,8/8/2014,7/15/2015,100,1,"951,150.00","951,150.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 1 - 04 (quatro) CAMINHÕES CAÇAMBAS BASCULANTES 6x2 com potência mínima efetiva de 230 CV, Caçamba Basculante com capacidade de 12,0 m³ e demais características técnicas constantes no MODELO 07.Aquisiçã",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Foz do Iguaçu,Escritório Regional de Cascavel,7,2023/2013-0002,Associação dos Municípios do Oeste do Paraná
Foz do Jordão,100246,A,385,20,1,Medição Encerrada,,223,7/2/2014,12/16/2016,2/4/2014,11/28/2014,56.46,2,"219,993.03","124,201.23",0,Pavimentação - Pedra Irregular e Lajota Sextavada.RUA VISCONDE DE GUARAPUAVA-Trecho  entre a Rua Nossa Senhora de Fátima e Visconde de Capanema.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,6,Foz do Jordão,Escritório Regional de Guarapuava,17,1923/2013-0634,Associação dos Municípios do Cantuquiriguaçu
Foz do Jordão,100602,A,385,21,1,Concluído,,1093,7/3/2014,7/4/2014,5/6/2014,7/4/2014,100,1,"120,700.00","89,024.30","31,675.70","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 1 - 01 (UMA) MINICARREGADEIRA SOBRE RODAS, com potência mínima efetiva líquida de 55 CV, Peso operacional 2.841 Kg, capacidade mínima da Caçamba de 0,40 m³ e demais características técnicas constantes ",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,6,Foz do Jordão,Escritório Regional de Guarapuava,17,2023/2014-0039,Associação dos Municípios do Cantuquiriguaçu
Francisco Alves,100247,A,105,12,1,Concluído,,234,6/27/2014,1/13/2015,10/14/2013,1/13/2015,100,1,"123,164.70","120,000.00","3,164.70",RECAPE - TST.Avenida João Cortez Capel (entre as avenidas Leão Gondim de Oliveira e Brig. Osvaldo Plamplona Pinto).,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Francisco Alves,Escritório Regional de Maringá,4,1923/2013-0333,Associação dos Municípios da Região de Entre Rios
Francisco Alves,100442,A,105,11,1,Concluído,,223,6/27/2014,1/13/2015,10/14/2013,1/13/2015,100,1,"272,638.36","210,000.00","62,638.36",Pavimentação - TST.Rua Ministro Alfredo Buzaid (entre a Rua Ibrahim Sued e a Av. Leão Gondim de Oliveira).Rua Ministro Alfredo Buzaid (entre a Av. Leão Gondim de Oliveira e a Rua Jorge Ferreira).Rua Ministro Alfredo Buzaid (entre as ruas Jorge Ferreira e ,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Francisco Alves,Escritório Regional de Maringá,4,1923/2013-0332,Associação dos Municípios da Região de Entre Rios
General Carneiro,100248,A,107,28,1,Concluído,,234,6/18/2014,12/10/2014,12/10/2013,12/10/2014,100,1,"1,053,400.00","1,018,560.74","34,839.26","RECAPE - CBUQ.AVENIDA PRESIDENTE  GETÚLIO VARGAS-Trecho inicia na rua Presidente Kenedi  passando a rua Presidente Castelo Branco  mais 73,24 m termina no inicio do novo pavimento.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,6,General Carneiro,Escritório Regional de Guarapuava,10,2023/2013-0490,Associação dos Municípios do Sul do Paraná
General Carneiro,100333,A,107,29,1,Concluído,,234,12/10/2014,12/11/2014,4/29/2014,12/11/2014,100,1,"140,482.61","120,000.00","20,482.61","RECAPE - CBUQ.1-RUA 19 DE NOVEMBRO-Trecho 01- da Avenida Presidente Getúlio Vargas até a rua Paulo Olinquevicz, Trecho  02 da rua Paulo Olinquevicz até rua Daniel Petry.2-RUA PAULO OLINQUEVICZ-trecho da rua 19 de Novembro até 20 m antecedendo a esquina co",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,6,General Carneiro,Escritório Regional de Guarapuava,10,2023/2014-0064,Associação dos Municípios do Sul do Paraná
Godoy Moreira,100125,A,108,21,1,Em Execução,,1097,7/2/2014,3/4/2017,12/12/2013,3/3/2016,12.16,2,"299,508.97","36,409.26",0,Urbanização / Calçadas.Avenida São Paulo entre a rua Rio de Janeiro e rua Manoel Marcelino.Rua Marcilio de Oliveira entre a rua Rio de Janeiro e rua Manoel Marcelino.Rua Rio de Janeiro entre a rua Marcilio de Oliveira e Avenida São Paulo.Rua Manoel Marcel,21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,3,Godoy Moreira,Escritório Regional de Londrina,15,2123/2013-0416,Associação dos Municípios do Vale do Ivaí
Godoy Moreira,100617,A,108,22,1,Em Execução,,1097,7/2/2014,3/4/2017,2/19/2014,3/3/2016,15.46,2,"300,000.00","46,383.28",0,Urbanização / Calçadas.Avenida São Paulo - entre rua Campo Mourão e rua Guarapuava.Avenida São Paulo - entre rua Guarapuava e rua Luis Cândido Dias.Avenida São Paulo - entre rua José Manoel Marcelino e rua Jacarezinho.Avenida São Paulo - entre rua Jacarez,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,3,Godoy Moreira,Escritório Regional de Londrina,15,1923/2013-0161,Associação dos Municípios do Vale do Ivaí
Goioerê,100249,A,109,24,1,Concluído,,234,3/18/2014,5/30/2014,9/30/2013,5/30/2014,100,1,"455,621.05","450,000.00","5,621.05",RECAPE - CBUQ.Rua do Contorno Leste (entre a Av. Curitiba e a Rua Apucarana).Rua 7 de Setembro (entre a Av. Curitiba e a Rua do Café).Rua Tupis (entre as ruas Norte do Paraná e Dr. Rosalvo de M. Leitão).Rua Marquês dos Campo Mourão (entre as ruas Barbosa ,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,4,Goioerê,Escritório Regional de Maringá,18,1923/2013-0068,Comunidade dos Municípios da Região de Campo Mourão
Grandes Rios,100250,A,110,14,1,Concluído,,1093,4/25/2014,4/26/2014,11/11/2013,4/26/2014,100,1,"229,500.00","229,500.00",0,Aquisição de 01 rolo compactador vibratório.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,3,Grandes Rios,Escritório Regional de Londrina,15,1923/2013-0360,Associação dos Municípios do Vale do Ivaí
Guaíra,100251,A,111,25,1,Concluído,,1093,5/12/2014,7/22/2014,12/3/2013,7/22/2014,100,1,"490,150.00","490,150.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UM) CAMINHÃO CAÇAMBA BASCULANTE 4x2 com potência mínima efetiva de 185 CV, Caçamba Basculante com capacidade de 6,0 m³ e demais características técnicas constantes no MODELO 07.Lote 02 - 01 (U",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,5,Guaíra,Escritório Regional de Cascavel,7,1923/2013-0495,Associação dos Municípios do Oeste do Paraná
Guaíra,100251,A,111,25,2,Concluído,,1093,5/12/2014,7/22/2014,12/3/2013,7/22/2014,100,1,"490,150.00","490,150.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UM) CAMINHÃO CAÇAMBA BASCULANTE 4x2 com potência mínima efetiva de 185 CV, Caçamba Basculante com capacidade de 6,0 m³ e demais características técnicas constantes no MODELO 07.Lote 02 - 01 (U",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,5,Guaíra,Escritório Regional de Cascavel,7,1923/2013-0495,Associação dos Municípios do Oeste do Paraná
Guaíra,100251,A,111,25,3,Concluído,,1093,5/12/2014,7/22/2014,12/3/2013,7/22/2014,100,1,"490,150.00","490,150.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 01 - 01 (UM) CAMINHÃO CAÇAMBA BASCULANTE 4x2 com potência mínima efetiva de 185 CV, Caçamba Basculante com capacidade de 6,0 m³ e demais características técnicas constantes no MODELO 07.Lote 02 - 01 (U",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,5,Guaíra,Escritório Regional de Cascavel,7,1923/2013-0495,Associação dos Municípios do Oeste do Paraná
Guamiranga,100334,A,387,27,1,Concluído,,1093,9/15/2014,9/16/2014,5/5/2014,9/16/2014,100,1,"256,000.00","220,655.23","35,344.77","Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 1 - 01 (UM) CAMINHÃO COLETOR COMPACTADOR DE LIXO - com potência mínima efetiva de 185 CV, Capacidade do Coletor 15,0m³ de lixo Compactado, Carregamento traseiro, e  demais características técnicas cons",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,2,Guamiranga,Escritório Regional de Ponta Grossa,1,2023/2014-0015,Associação dos Municípios do Centro Sul do Paraná
Guamiranga,100603,A,387,26,1,Concluído,,1097,7/4/2014,9/23/2015,3/21/2014,9/23/2015,100,1,"335,970.25","330,000.00","5,970.25","Urbanização / Calçadas.O projeto trata da execução de parque linear, composto pelos seguintes serviços: administração e canteiro de obras, movimento de terra, fundações, formas, armaduras, concretos, lastros, lajes, alvenar.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,2,Guamiranga,Escritório Regional de Ponta Grossa,1,1923/2013-0162,Associação dos Municípios do Centro Sul do Paraná
Guapirama,100252,A,113,8,1,Concluído,,1093,2/20/2014,2/21/2014,10/10/2013,2/21/2014,100,1,"271,000.00","271,000.00",0,"Lote 1- Aquisição de 01 Caminhão Trucado 6x2 com caçamba basculante, motor mínima potência de 230 CV.Lote 2- Aquisição de 01 Triturador/Picador de folhas, motor mínima potência de 40 a 90 HPLote 3- Aquisição de 01 Carreta Basculante para Forragem, com pis",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,3,Guapirama,Escritório Regional de Londrina,12,1923/2013-0506,Associação dos Municípios do Norte Pioneiro
Guapirama,100252,A,113,8,2,Concluído,,1093,2/20/2014,2/21/2014,10/10/2013,2/21/2014,100,1,"271,000.00","271,000.00",0,"Lote 1- Aquisição de 01 Caminhão Trucado 6x2 com caçamba basculante, motor mínima potência de 230 CV.Lote 2- Aquisição de 01 Triturador/Picador de folhas, motor mínima potência de 40 a 90 HPLote 3- Aquisição de 01 Carreta Basculante para Forragem, com pis",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,3,Guapirama,Escritório Regional de Londrina,12,1923/2013-0506,Associação dos Municípios do Norte Pioneiro
Guapirama,100397,A,113,9,1,Concluído,,1093,12/11/2014,12/12/2014,4/29/2014,12/12/2014,100,1,"33,820.00","29,000.00","4,820.00","Aquisição de 02 Carretas Basculantes para Forragem, especificações conforme MODELO 07.",19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 19 PAM,,10051,1,3,Guapirama,Escritório Regional de Londrina,12,1923/2013-0506,Associação dos Municípios do Norte Pioneiro
Guaporema,100126,A,114,18,1,Concluído,,1097,11/13/2014,8/6/2015,5/8/2014,8/6/2015,100,1,"299,887.95","299,887.95",0,Urbanização / Calçadas.AV PADRE EVALDO FELDHAUS entre praça antonio barranco garcia e av são josé.AV PADRE EVALDO FELDHAUS entre av são josé e r tamandaré.AV PADRE EVALDO FELDHAUS entre r tamandaré e r joão pessoa.AV PADRE EVALDO FELDHAUS entre r joão pes,21,PROJETO CALÇADAS PARANÁ,21.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,4,Guaporema,Escritório Regional de Maringá,4,2123/2013-0417,Associação dos Municípios da Região de Entre Rios
Guaraci,100110,A,115,13,1,Concluído,,250,6/26/2014,5/4/2016,12/5/2013,5/4/2016,100,1,"36,500.00","36,500.00",0,Elaboração do Plano Diretor Municipal.,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.21.03.03.02,PLANO DIRETOR MUNICIPAL,,10051,1,3,Guaraci,Escritório Regional de Londrina,3,2023/2013-0509,Associação dos Municípios do Médio Paranapanema
Guaraniaçu,100255,A,117,36,1,Concluído,,234,3/6/2014,3/19/2014,9/16/2013,3/19/2014,100,1,"296,131.52","296,131.52",0,RECAPE - CBUQ.Av. Manoel Ribas (entre Rua Artur Bernardes + 70m e Av. Abilon de Souza Naves).,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,5,Guaraniaçu,Escritório Regional de Cascavel,7,1923/2013-0292,Associação dos Municípios do Oeste do Paraná
Guaraniaçu,100256,A,117,37,1,Concluído,,257,6/16/2014,10/9/2014,3/13/2014,10/9/2014,100,1,"47,394.23","47,394.23",0,Escola Municipal / Reforma.,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.04.01,ESCOLA MUNICIPAL,,10051,1,5,Guaraniaçu,Escritório Regional de Cascavel,7,1923/2013-0293,Associação dos Municípios do Oeste do Paraná
Guaratuba,100067,A,120,39,1,Concluído,,223,6/29/2012,4/29/2013,4/13/2012,4/29/2013,100,1,"978,237.24","832,542.33","145,694.91","Pavimentação -  CBUQ.Rua Octaviano H de Carvalho, trecho compreendido entre Rua Ilha das Garças e Rua Epitácio Pessoa.",17,PROGRAMA DE AUXÍLIO AOS MUNICÍPIOS,17.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,1,Guaratuba,Escritório Regional de Curitiba,5,1723/2012-0001,Associação dos Municípios do Litoral do Paraná
Guaratuba,100257,A,120,41,1,Concluído,,223,5/23/2014,8/28/2014,10/24/2013,8/28/2014,100,1,"449,800.45","449,800.45",0,Pavimentação -  CBUQ.Rua Emílio de Moraes (Entre a Rua Alcides Pereira e Rua Afonso Camargo).Rua Afonso Camargo (Entre a Rua Emílio de Moraes e Rua Marechal Deodoro).Rua Marechal Deodoro (Entre a Rua Afonso Camargo e Rua Londrina).,19,PLANO DE APOIO AO DESENVOLVIMENTO DOS MUNICÍPIOS (PAM),19.23.01.01.01,PAVIMENTAÇÃO DE VIAS URBANAS,,10051,1,1,Guaratuba,Escritório Regional de Curitiba,5,1923/2013-0361,Associação dos Municípios do Litoral do Paraná
Guaratuba,100618,A,120,42,1,Concluído,,1097,5/22/2014,12/10/2014,12/20/2013,12/10/2014,100,1,"997,708.44","997,708.44",0,Urbanização / Calçadas.Avenida Brejatuba (entre Rua 13 de Maio e Rua República Del Paraguai).,20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,1,Guaratuba,Escritório Regional de Curitiba,5,2023/2013-0627,Associação dos Municípios do Litoral do Paraná
Guaratuba,100619,A,120,45,1,Concluído,,1097,7/3/2014,3/4/2017,5/26/2014,2/26/2016,96.72,2,"4,647,687.69","4,280,727.63","214,486.04","Urbanização / Calçadas.Avenida Atlântica, trecho entre Rua 13 de maio e Rua Alois Citakta.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.01.05,URBANIZAÇÃO /CALÇADAS,,10051,1,1,Guaratuba,Escritório Regional de Curitiba,5,2023/2014-0096,Associação dos Municípios do Litoral do Paraná
Honório Serpa,100253,A,121,13,1,Concluído,,1093,10/14/2014,10/15/2014,7/28/2014,10/15/2014,100,1,"390,000.00","390,000.00",0,"Aquisição de Equipamento(s) Rodoviário(s) sendo: Lote 1 - 01 (UMA) ESCAVADEIRA HIDRÁULICA com potência mínima efetiva de 135 HP, Peso Operacional 21.000 Kg, capacidade da Caçamba coroada de 1,0 m³ e demais características técnicas constantes no MODELO 07.",20,AUXÍLIO AOS MUNICÍPIOS - SEDU,20.23.01.09.01,EQUIPAMENTOS RODOVIÁRIOS - 20,,10051,1,5,Honório Serpa,Escritório Regional de Cascavel,8,2023/2013-0656,Associação dos Municípios do Sudoeste do Paraná
